None,Accessorize Girls Light Pink  Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Light-Pink-Hairband_0945ca1410fb7c9897893985b3487391_images_1080_1440_mini.JPG,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This cute hairband from Accessorize is perfect for your little daughter. Team it with a frilly frock and ballet flats when she's heading out for a friend's party.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Light pink hairband with black accents<br/>Has heart shaped prints and a bow detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% polyester, 40% iron<br/>Wipe with a clean cloth to remove dirt</p></li></ul>,26:02:2014,None
None,Accessorize Girls Multi-Coloured Set of 30 Stick On Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Rs. 395,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings_763815dd3abd40f038d31a102ee8ef91_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of stick on earrings from Accessorize is sure to make a mark. Completely fashion-forward, make your little princess wear this when heading out to play.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of 30 stick on earrings<br/>Multi-coloured earrings, with stick on detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Heart Stud Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Rs. 345,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Heart-Shaped-Stud-Earrings_64d9c7703f18ccd6c029763fb9ba839a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>A pair of delicate earrings is the easiest way to jazz up any look. We suggest that you try doing your hair up and let this gorgeous piece from Accessorize become the centre of all attention.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned, heart shaped stud earrings<br/>Secured with a post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>90% tin, 10% steel<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/161757/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_bc65f971d4be290429463409e1b4ecfb_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Necklace/161757/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add an interesting edge to your look with this pretty necklace from Accessorize. We love the chunky styling that is sure to spruce up any look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned necklace with geometrical shaped details with zig-zag cut-outs at the central region<br/>Adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>80% zinc, 20% steel<br/>Wipe with a clean cloth swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of necklace: 46 cm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 3 Studs,http://www.myntra.com/Earrings/Accessorize/Accessorize-Set-of-3-Studs/174442/buy,Rs. 164,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-3-Stud-Earrings_fc6f2d27992f8e770d73c8979a230e19_images_1080_1440_mini.jpg,Rs. 545,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Set-of-3-Studs/174442/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>These earrings from Accessorize are perfect for women who like to keep it stylish and simple. Wear them with your hair swept back, letting them elevate your look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of three studs, skull shaped in neon green, pink and yellow<br/>Have post and back closures</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% plastic, 35% brass, 15% steel<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accesorize Blue and Green Necklace,http://www.myntra.com/Necklace/Accessorize/Accesorize-Blue-and-Green-Necklace/174445/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accesorize-Blue-and-Green-Necklace_5149e9931a36039968ea60e94374d593_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accesorize-Blue-and-Green-Necklace/174445/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This necklace from Accessorize will highlight the elegance of your neckline and adhere to your style quotient. Flaunt this piece with a maxi dress and steal the show.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Blue and green long beaded necklace, with oxidised silver toned metal accents</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Glass, copper coated beads and stones<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 135 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Drop Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/196519/buy,Rs. 284,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Drop-Earrings_c24d2fe11a01e43944b68f28f1cdff8f_images_1080_1440_mini.jpg,Rs. 945,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/196519/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>With this chic pair of drop earrings by Accessorize, we're sure you'll impress the most critical fashionistas. Wear yours with your hair swept back to show them off to maximum effect.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, drop earrings, tear drop shaped dangler with texturing along bottom<br/>Secured with a fish hook closure and rubber stopper</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>98% brass, 2% plastic<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 5 cm</p></li></ul>,26:02:2014,None
None,Accessorize Women Brown Set Of Six Hair Grasps,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Women-Brown-Set-Of-Six-Hair-Grasps/205472/buy,Rs. 395,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize_58d42265581c2b20642851fdc09eacfd_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Women-Brown-Set-Of-Six-Hair-Grasps/205472/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add a distinct touch to your look with this gorgeous and chic hair grasp from Accessorize. We recommend you put this on and make a messy puff</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of six, butterfly shaped, brown hair grasps</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>99% plastic, 1% metal<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Set of 3 Multi-Coloured Bracelets,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-3-Multi-Coloured-Bracelets/156189/buy,Rs. 344,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-3-Multi-Coulored-Bracelets_2cdeee699662238eef504c62921883fc_images_1080_1440_mini.jpg,Rs. 1,145,None,fashion,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-3-Multi-Coloured-Bracelets/156189/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of bracelets from Accessorize is peppy and adorable. Wear it with any ensemble and see how it brightens up your look instantly.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of three, pink, white, brown and gold toned bracelets, elasticated with slip-on styling<br/>Has assorted beaded details, thread details, bead drops and tasselled details</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Glass, brass and copper<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Minimum diameter: 6 cm (adjustable)</p></li></ul>,26:02:2014,None
None,Accessorize Set of 2 Silver Toned Reindeer Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips/200937/buy,Rs. 164,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips_f33031713a7360329d49b7da80b5e89c_images_1080_1440_mini.jpg,Rs. 545,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Set-of-2-Silver-Toned-Reindeer-Hair-Clips/200937/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your locks in control with these festive "Rudolph the red nosed reindeer" clips from Accessorize. They will surely complement your Christmas dress.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two, silver toned tic-tac clips with red accents, has reindeer shaped detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% steel, 50%, polyester<br/>Wipe with a clean, dry cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize White & Pink Set of 2 Butterfly Shaped Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-White-&-Pink-Set-of-2-Butterfly-Shaped-Hair-Clips/168054/buy,Rs. 134,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Hair-Accessory_1ac643feef4cc86c05538e0d4ffd6267_images_1080_1440_mini.jpg,Rs. 445,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-White-&-Pink-Set-of-2-Butterfly-Shaped-Hair-Clips/168054/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Accessorise right with this chic pair of hair clips from Accessorize. Get ready in a dress or skirt with this on and allow your locks to flow for a vougish look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two hair clips<br/>White and pink, butterfly shaped tic-tac hair clips with green accents</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% steel<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Drop Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/205452/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Drop-Earrings_fc5b0eb1c32a1d5444d0e07ff4beb8c8_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Gold-Toned-Drop-Earrings/205452/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Known for their inclination towards the stylish and trendy, Accessorize  presents these pretty earrings. You can pair them with casual or  indo-Western outfits.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, circular drop earrings with textured and cut-out details<br/>Fish hook back with a rubber stopper</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% Steel<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 4.5 cm</p></li></ul>,26:02:2014,None
None,Accessorize Black & Maroon Set of 2 Hairbands,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-&-Maroon-Set-of-2-Hairbands/188741/buy,Rs. 495,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Hair-Accessory_6f0cf995382d249fd47e290cec771616_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-&-Maroon-Set-of-2-Hairbands/188741/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your locks tucked back in style with this trendy hairband from Accessorize. Wear it with any ensemble, it is sure to complement any look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of two hairbands<br/>One plain, maroon hairband and the other black hairband with white polka dots</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>90% plastic, 10% polyester<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 13 cm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 4 Rings,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/188754/buy,Rs. 1,145,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Ring_ab1daacc0786cc8d0e386c40ca49128d_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/188754/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Statement accessories never fail to spruce up any look. This uniquely shaped ring from Accessorize is the perfect case in point.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, set of four rings with the base shaped like a bear, bow, heart and smiley cloud respectively<br/>Has a gold toned, circular, adjustable band</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% zinc, 40% brass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Minimum diameter: 15 mm</p></li></ul>,26:02:2014,None
None,Accessorize Maroon & Gold Toned Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Maroon-&-Gold-Toned-Necklace/188745/buy,Rs. 1,945,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_403cdfd0a8cdb34b7ec192af9d65c1d9_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Maroon-&-Gold-Toned-Necklace/188745/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Transform any look from ordinary to glam in an instant with this necklace from Accessorize. This exclusive neck piece inspired from latest trends is sure to steal all attention when you flaunt them with low neckline dresses.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Maroon and gold toned statement necklace with faceted maroon stones, in rectangular and tear drop shapes, towards the centre</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% steel, 20% acrylic, 20% brass<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 46 cm</p></li></ul>,26:02:2014,None
None,Accessorize Black & White Clutch,http://www.myntra.com/Clutches/Accessorize/Accessorize-Black-&-White-Clutch/188728/buy,Rs. 2,945,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Clutches_6cfb9330dbdfee7e51299c9574ddc762_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Clutches/Accessorize/Accessorize-Black-&-White-Clutch/188728/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Accessorize combines the essence of convenience and style to give you this exquisite clutch with sequin detail that will be a classic addition to your accessory wardrobe.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>White and black clutch with sequin detail at the front<br/>Has a wrist loop<br/>One main zipped compartment with an inner slip pocket</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Polyester<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 19 cm<br/>Width: 28 cm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 6 Bracelets,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-6-Bracelets/205493/buy,Rs. 1,345,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Set-of-6-Bracelets_b53ed74d08340abe03102a94803155b4_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Set-of-6-Bracelets/205493/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Complete your look with theses fun bracelets from Accessorize that exudes an aura of chic style. They are perfect for everyday wear to infuse that element of fun into your look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of six bracelets<br/>Four pearl bracelets and two crystal embellished bracelets, strung on an elasticated band</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% plastic, 35% glass, 15% brass<br/>Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diametre: 6 cm</p></li></ul>,26:02:2014,None
None,Accessorize Black & Blue Sling Bag,http://www.myntra.com/Handbags/Accessorize/Accessorize-Black-&-Blue-Sling-Bag/188721/buy,Rs. 2,245,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Bag_e63372416015aade11bbc69e42a6c8ff_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Handbags/Accessorize/Accessorize-Black-&-Blue-Sling-Bag/188721/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>An eternally stylish piece, this sling bag from Accessorize is a stunner. Make it your next smart investment or gift it to a loved one.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black and blue sling bag with gold toned metal accents<br/>One long detachable sling strap<br/>Two main zipped pouches that are connected with press button closures<br/>Can be used as separate sling bags</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>PU<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 14 cm<br/>Width: 21 cm</p></li></ul>,26:02:2014,None
